System,Vendor,Model,firmware,config,Interface,wiring/ topology,number of channels used,which channel(s)
GX2570M6_A100-SXM4-40GBx8,Yokogawa,WT-310E,F1.04,singlechannel,USB,V1A1,1,"1"
